dataset,model,attack,attack_success_rates,l0_distances,l1_distances,l2_distances,linf_distances,mahalanobis_distances,sensitivity,outliner_rates,epsilons
Adult,LogisticRegression,L2Gaussian,0.16597574082604022,0.0,0.0,0.0,0.0,2.053154311981253,0.0,0.1036077705827937,0.0
Adult,LogisticRegression,L2Gaussian,0.16597574082604022,54.63367252543941,0.002473224572484984,0.007201909293936674,0.04270672327584685,2.0515701664840345,0.000798376927711845,0.1026827012025902,0.01
Adult,LogisticRegression,L2Gaussian,0.16658989712881928,54.58986175115207,0.007494737364111408,0.02167418930971403,0.12859501698599432,2.054110823497704,0.0024178076974300813,0.10414746543778802,0.03
Adult,LogisticRegression,L2Gaussian,0.1664363580531245,54.71955719557196,0.01243088101603888,0.03611117039164494,0.21457262669872093,2.0496078795837707,0.004001736268916638,0.10239852398523985,0.05
Adult,LogisticRegression,L2Gaussian,0.16843236603715644,54.73108477666363,0.024808627421693468,0.07189907790344198,0.4273610710554375,2.04193169259738,0.007980610888770551,0.10391978122151321,0.1
Adult,LogisticRegression,L2Gaussian,0.17119606939966223,54.71390134529148,0.07412923285779396,0.2153356482897104,1.280097207734403,2.1401288739681936,0.02387947892694997,0.11659192825112108,0.3
Adult,LogisticRegression,L2Gaussian,0.17534162444342086,54.51926444833625,0.12447688815994563,0.3588827178143161,2.12591299565995,2.2689131536946516,0.04023130762761038,0.11646234676007006,0.5
Adult,LogisticRegression,L2Gaussian,0.1962229387379088,54.77073552425665,0.24736283558635086,0.716037049493133,4.250594299537289,2.845916563363068,0.07964906789339112,0.20109546165884193,1.0
Adult,LogisticRegression,L2Uniform,0.16597574082604022,0.0,0.0,0.0,0.0,2.053154311981253,0.0,0.1036077705827937,0.0
Adult,LogisticRegression,L2Uniform,0.16628281897742975,54.48476454293629,0.0016657078159467377,0.0071866932167694835,0.04603106146188159,2.051951792872753,0.0005394224081924125,0.10156971375807941,0.01
Adult,LogisticRegression,L2Uniform,0.16612927990173498,54.654343807763404,0.0050034013012159005,0.021629729304744993,0.1387403050709564,2.06005453863176,0.0016173679309952212,0.10351201478743069,0.03
Adult,LogisticRegression,L2Uniform,0.16705051435590357,54.11029411764706,0.008317571214266697,0.03585033910862608,0.22900199014967418,2.0562831644398623,0.0027126214612080194,0.10477941176470588,0.05
Adult,LogisticRegression,L2Uniform,0.1668969752802088,54.67065317387304,0.016656643574802066,0.07202684173314201,0.4621248028918813,2.048681209787843,0.00537379063484229,0.10671573137074516,0.1
Adult,LogisticRegression,L2Uniform,0.1704283740211884,54.828828828828826,0.04996366019587259,0.21623096082124624,1.389369670281539,2.137476589055661,0.016085238201828958,0.11261261261261261,0.3
Adult,LogisticRegression,L2Uniform,0.17503454629203133,54.98947368421052,0.08324248599247974,0.3614937522693684,2.325955692404195,2.312316746347658,0.026741875149309636,0.11578947368421053,0.5
Adult,LogisticRegression,L2Uniform,0.20190388453861507,54.75361216730038,0.16656910694370705,0.72075328858633,4.631368510714049,2.8859173528372253,0.05370929341182509,0.19467680608365018,1.0
Adult,LogisticRegression,LinfUniform,0.16597574082604022,0.0,0.0,0.0,0.0,2.053154311981253,0.0,0.1036077705827937,0.0
Adult,LogisticRegression,LinfUniform,0.1678182097343774,54.99085086916743,0.009987603175161579,0.04359324837797079,0.28091930924537306,2.0428079318864216,0.003205726574595135,0.10247026532479414,0.01
Adult,LogisticRegression,LinfUniform,0.16981421771840932,54.82188065099457,0.029967361678845953,0.13041392684818176,0.839575358422281,2.0605174509215214,0.009648401456906933,0.10307414104882459,0.03
Adult,LogisticRegression,LinfUniform,0.17181022570244128,54.554066130473636,0.049934648639847916,0.21629055739248088,1.3879861030011864,2.142910108123165,0.01614949341790153,0.10991957104557641,0.05
Adult,LogisticRegression,LinfUniform,0.1811761093198219,54.70762711864407,0.09987192720932475,0.4336325101428113,2.7867908478793453,2.424798331678486,0.032234401790961875,0.1288135593220339,0.1
Adult,LogisticRegression,LinfUniform,0.22954091816367264,54.74782608695652,0.2996058479798677,1.2981061426692184,8.339567032306888,4.114474419797762,0.09658432350708888,0.5752508361204013,0.3
Adult,LogisticRegression,LinfUniform,0.23906034085674804,54.74116891457932,0.49911961372877134,2.154957969141221,13.82489676527588,5.968195243049996,0.16095231159535753,0.8651252408477842,0.5
Adult,LogisticRegression,LinfUniform,0.2409028097650852,54.521988527724666,0.9975295835729615,4.23620353191806,27.01595734182325,9.906164738877505,0.32288167713515087,0.9815168897386871,1.0
Adult,LogisticRegression,LinfFGSM,0.16597574082604022,0.0,0.0,0.0,0.0,2.053154311981253,0.0,0.1036077705827937,0.0
Adult,LogisticRegression,LinfFGSM,0.19683709504068786,62.61544461778471,0.010000002828343842,0.0776542152006429,0.6261502961030988,2.0366192697045764,0.0033674705268701833,0.10530421216848673,0.01
Adult,LogisticRegression,LinfFGSM,0.2728389375095962,63.868317388857626,0.030000001177418145,0.23536456472328962,1.9156926842841393,2.125517888718344,0.00986867578444425,0.10973550928531232,0.03
Adult,LogisticRegression,LinfFGSM,0.33962843543681864,62.90958408679928,0.050000011920928955,0.388736797688667,3.1440131921880283,2.3395897434404005,0.01681113647377863,0.1306509945750452,0.05
Adult,LogisticRegression,LinfFGSM,0.46967603255028406,55.65871199738476,0.10000002383698665,0.7269494043685674,5.553553022953294,3.0093096451091386,0.0383879105515118,0.2026806145799281,0.1
Adult,LogisticRegression,LinfFGSM,0.9996929218486105,45.031485178927966,0.3000000156147508,1.9564633919994616,13.332932450917436,6.461550740381431,0.1324224120434794,0.9986177238519429,0.3
Adult,LogisticRegression,LinfFGSM,1.0,45.02901888530631,0.5,3.2467323571841655,22.0641200771241,10.16976904420124,0.22070885763663622,1.0,0.5
Adult,LogisticRegression,LinfFGSM,1.0,45.02901888530631,1.0,6.366913956100813,43.002661728884576,17.86826694712051,0.44141771527327245,1.0,1.0
Adult,LogisticRegression,LinfPGD,0.16597574082604022,0.0,0.0,0.0,0.0,2.053154311981253,0.0,0.1036077705827937,0.0
Adult,LogisticRegression,LinfPGD,0.1966835559649931,62.640124902419984,0.010000001958292922,0.07714338063507412,0.6214038865534613,2.038164096775567,0.0033656917105281286,0.1053864168618267,0.01
Adult,LogisticRegression,LinfPGD,0.2716106249040381,63.82023742227247,0.03000000103625825,0.23385176610111044,1.9006611323747478,2.1134790296700716,0.009878476298008263,0.11023176936122103,0.03
Adult,LogisticRegression,LinfPGD,0.33870720098265006,62.9909338168631,0.050000011910796706,0.38660557543755875,3.1252294023903735,2.31574740798389,0.016784735235063897,0.12964641885766093,0.05
Adult,LogisticRegression,LinfPGD,0.4686012590204207,55.710681520314544,0.10000002375885668,0.7225078004235365,5.515853730285465,2.9217394300155926,0.03835431403427984,0.18610747051114024,0.1
Adult,LogisticRegression,LinfPGD,0.9996929218486105,45.031485178927966,0.3000000144933303,1.9459641904915885,13.248288054269244,6.289253732274209,0.1324224113877917,0.9980033788972508,0.3
Adult,LogisticRegression,LinfPGD,1.0,45.02901888530631,0.5,3.234315726425028,21.96710973362137,9.968028858825306,0.22070885763663622,1.0,0.5
Adult,LogisticRegression,LinfPGD,1.0,45.02901888530631,1.0,6.366913956100813,43.002661728884576,17.86826694712051,0.44141771527327245,1.0,1.0
Adult,LogisticRegression,LinfBIM,0.16597574082604022,0.0,0.0,0.0,0.0,2.053154311981253,0.0,0.1036077705827937,0.0
Adult,LogisticRegression,LinfBIM,0.19683709504068786,62.61544461778471,0.010000002828343842,0.0776542152006429,0.6261502961030988,2.0366192697045764,0.0033674705268701833,0.10530421216848673,0.01
Adult,LogisticRegression,LinfBIM,0.2728389375095962,63.868317388857626,0.030000001177418145,0.23536456472328962,1.9156926842841393,2.125517888718344,0.00986867578444425,0.10973550928531232,0.03
Adult,LogisticRegression,LinfBIM,0.33962843543681864,62.90958408679928,0.050000011920928955,0.388736797688667,3.1440131921880283,2.3395897434404005,0.01681113647377863,0.1306509945750452,0.05
Adult,LogisticRegression,LinfBIM,0.46967603255028406,55.65871199738476,0.10000002383698665,0.7269494043685674,5.553553022953294,3.0093096451091386,0.0383879105515118,0.2026806145799281,0.1
Adult,LogisticRegression,LinfBIM,0.9996929218486105,45.031485178927966,0.3000000156147508,1.9564633919994616,13.332932450917436,6.461550740381431,0.1324224120434794,0.9986177238519429,0.3
Adult,LogisticRegression,LinfBIM,1.0,45.02901888530631,0.5,3.2467323571841655,22.0641200771241,10.16976904420124,0.22070885763663622,1.0,0.5
Adult,LogisticRegression,LinfBIM,1.0,45.02901888530631,1.0,6.366913956100813,43.002661728884576,17.86826694712051,0.44141771527327245,1.0,1.0
Adult,LogisticRegression,L2CarliniWagner,0.16597574082604022,0.0,0.0,0.0,0.0,2.053154311981253,0.0,0.1036077705827937,0.0
Adult,LogisticRegression,L2CarliniWagner,0.16597574082604022,104.78260869565217,5.067161574725417e-07,5.092093897516182e-06,5.175196974918205e-05,2.053151437184692,8.463851036745882e-08,0.1036077705827937,0.01
Adult,LogisticRegression,L2CarliniWagner,0.16751113158298786,104.7846012832264,0.00016473380611453113,0.00028002252496550845,0.0005982104478887087,2.061927882319679,2.7458743397207335e-05,0.10540788267644363,0.03
